"id","class","color","vineyard","fixed.acidity","acid.sulfur","volatile.acidity","sulfur.taste","citric.acid","residual.sugar","chlorides","chlor.class","free.sulfur.dioxide","condition","total.sulfur.dioxide","density","pH","acid.taste","sulphates","acidity.variance","alcohol"
720,"medium","red","E",8.6,2.55038140972253,0.47,2.1752492023849,0.27,2.3,0.055,"b2",14,"I1",28,0.99516,3.18,1.46,0.8,0.24,11.2
721,"medium","white","A",7,1.63263029319492,0.46,2.00157402819509,0.2,16.7,0.046,"g2",50,"S3",184,0.99898,3.08,2.05,0.56,0.24,9.4
722,"good","white","E",6.2,4.24375703847103,0.25,2.30660608691043,0.28,8.5,0.035,"f1",28,"I2",108,0.99486,3.4,1.31,0.42,0.24,10.4
723,"good","red","D",10.2,3.92811379735798,0.54,1.76401034198839,0.37,15.4,0.214,"e2",55,"I1",95,1.00369,3.18,2.33,0.77,0.24,9
724,"good","white","E",7.4,2.13060799628258,0.13,2.17585194658276,0.39,4.7,0.042,"c3",36,"S1",137,0.995,3.36,1.92,0.56,0.24,10.3
725,"good","white","D",7.1,2.54240753536667,0.21,2.00171064750044,0.32,2.2,0.037,"d2",28,"P1",141,0.993,3.2,1.74,0.57,0.24,10
726,"medium","white","B",8.9,3.42744603811802,0.13,2.72187966247246,0.49,1,0.028,"h1",6,"I1",24,0.9926,2.91,1.77,0.32,0.24,9.9
727,"medium","white","A",6.1,2.85621665629794,0.3,3.02327572416144,0.47,1.4,0.049,"d3",50,"I1",187,0.9927,3.19,2.42,0.45,0.24,9.5
728,"medium","white","B",6.9,3.27341610771122,0.28,2.35489529493897,0.22,10,0.052,"f3",36,"S1",131,0.99696,3.08,1.75,0.46,0.24,9.6
729,"good","white","C",5.3,3.4972017377903,0.32,2.04007436816146,0.12,6.6,0.043,"c1",22,"I1",141,0.9937,3.36,2.37,0.6,0.24,10.4
730,"good","white","B",7.3,2.61835848591119,0.21,1.91057199539727,0.49,1.8,0.038,"f3",44,"I1",152,0.9912,3.32,1.46,0.44,0.24,12.6
731,"good","white","D",7.3,3.07722461815363,0.25,2.25865781009424,0.41,1.8,0.037,"d3",52,"E",165,0.9911,3.29,2.04,0.39,0.24,12.2
732,"good","white","C",6.6,2.8990228453401,0.21,2.41993176813078,0.3,9.9,0.041,"i2",64,"I1",174,0.995,3.07,2.33,0.5,0.24,10.1
733,"good","white","D",7,2.79351461473768,0.27,3.62649145341443,0.48,6.1,0.042,"f2",60,"I1",184,0.99566,3.2,1.75,0.5,0.24,9.4
734,"medium","red","C",8.7,2.28406142598676,0.765,1.53984431376009,0.22,2.3,0.064,"i1",9,"I1",42,0.9963,3.1,1.5,0.55,0.24,9.4
735,"medium","red","D",7.8,4.14022795206293,0.5,2.11649718379559,0.17,1.6,0.082,"i1",21,"P1",102,0.996,3.39,1.5,0.48,0.24,9.5
736,"medium","red","D",7.5,3.70285941465244,0.77,3.21901886898305,0.2,8.1,0.098,"e3",30,"I1",92,0.99892,3.2,1.53,0.58,0.24,9.2
737,"medium","white","E",6.5,2.9779182001612,0.425,2.77055132362865,0.4,13.1,0.038,"c2",59,"I1",241,0.9979,3.23,1.73,0.57,0.24,9
738,"good","white","B",7,2.85299695044623,0.45,3.93943082969734,0.34,19.8,0.04,"e3",12,"S1",67,0.9976,3.07,1.5,0.38,0.24,11
739,"good","red","E",5.6,2.87915120852904,0.66,2.74927159175194,0,2.2,0.087,"b3",3,"I2",11,0.99378,3.71,2.24,0.63,0.24,12.8
740,"good","white","B",7,2.74450653610045,0.29,2.65500792264648,0.26,1.6,0.044,"d1",12,"I2",87,0.9923,3.08,2.21,0.46,0.24,10.5
741,"good","white","E",6.8,2.98373103571761,0.43,2.7132255794702,0.3,3.5,0.033,"c2",27,"I1",135,0.9906,3,1.82,0.37,0.24,12
742,"medium","red","B",8,2.87980991611682,0.52,2.53805466585216,0.03,1.7,0.07,"e1",10,"I2",35,0.99575,3.34,1.57,0.57,0.24,10
743,"good","white","C",6,1.94478215855499,0.17,3.04281241577918,0.49,1,0.034,"h1",26,"I1",106,0.992,3.21,2.48,0.42,0.24,9.8
744,"good","white","D",6.2,3.133412053121,0.26,3.55806245762943,0.2,8,0.047,"d2",35,"I1",111,0.99445,3.11,1.67,0.42,0.24,10.4
745,"good","white","B",7.2,2.53358939743866,0.37,2.45405711582409,0.15,2,0.029,"h2",27,"S1",87,0.9903,3.3,2.37,0.59,0.24,12.6
746,"medium","white","D",7.7,3.36123374828683,0.34,2.95919677485016,0.58,11.1,0.039,"c3",41,"S3",151,0.9978,3.06,1.8,0.49,0.24,8.6
747,"good","white","C",8,3.18706650526159,0.37,1.8694963485463,0.32,1.6,0.04,"h1",32,"I2",166,0.992,3,1.38,0.55,0.24,11.3
748,"good","white","E",7,3.12793205589464,0.21,3.31713672842761,0.31,6,0.046,"c1",29,"I1",108,0.9939,3.26,1.59,0.5,0.24,10.8
749,"excellent","white","D",7,2.73381461279678,0.12,2.26677477254482,0.29,10.3,0.039,"d3",41,"I2",98,0.99564,3.19,1.79,0.38,0.24,9.8
750,"poor","white","C",6.7,2.76889382983811,0.54,1.83235384166491,0.27,7.1,0.049,"e3",8,"I2",178,0.99502,3.16,1.86,0.38,0.24,9.4
751,"good","white","D",6.1,3.33407594692385,0.27,3.35623557792179,0.31,1.5,0.035,"c1",17,"I2",83,0.99076,3.32,2.49,0.44,0.24,11.1
752,"good","white","C",5.4,2.98604790559724,0.5,3.23935922352552,0.13,5,0.028,"g1",12,"S1",107,0.99079,3.48,2.71,0.88,0.24,13.5
753,"medium","red","B",10.2,4.11715659369516,0.67,2.82575640366981,0.39,1.9,0.054,"e1",6,"I2",17,0.9976,3.17,1.86,0.47,0.24,10
754,"medium","white","E",6.4,3.68834330449252,0.24,2.49156360226204,0.29,1,0.038,"g2",18,"S1",122,0.9906,3.3,1.84,0.42,0.24,11.5
755,"good","red","C",7,3.71544693456616,0.64,2.60170025989289,0.02,2.1,0.067,"c2",9,"S2",23,0.997,3.47,1.53,0.67,0.24,9.4
756,"good","white","C",7.5,3.10345899067227,0.35,3.14424195587943,0.28,9.6,0.051,"d1",26,"S3",157,0.9969,3.12,1.68,0.53,0.24,9.2
757,"good","white","B",8.3,2.73284753916595,0.2,3.18031912683971,0.49,1.7,0.038,"g2",38,"I2",167,0.9939,3.05,1.98,0.37,0.24,10.1
758,"medium","white","E",6.4,2.14700870118988,0.475,3.01067385421228,0.06,1,0.03,"e1",9,"I1",131,0.9904,2.97,1.51,0.29,0.24,10.8
759,"medium","white","D",5.5,2.60337321364853,0.32,3.8819959713899,0.13,1.3,0.037,"i1",45,"I2",156,0.99184,3.26,2.01,0.38,0.24,10.7
760,"medium","white","E",7.1,3.48893380507015,0.24,3.05720318783473,0.41,17.8,0.046,"e2",39,"I2",145,0.9998,3.32,2.58,0.39,0.24,8.7
761,"good","white","E",6,3.36048644773301,0.22,4.55596359088335,0.28,1.1,0.034,"i1",47,"I1",90,0.98862,3.22,1.75,0.38,0.24,12.6
762,"medium","red","D",8,2.53075967476907,0.6,5.04480125690689,0.22,2.1,0.08,"c3",25,"I2",105,0.99613,3.3,2.45,0.49,0.24,9.9
763,"good","red","D",9.1,3.30218718522052,0.4,3.70882926901852,0.57,4.6,0.08,"h2",6,"S2",20,0.99652,3.28,1.71,0.57,0,12.5
764,"good","red","D",8.4,3.13415381047438,0.31,3.531235844828,0.29,3.1,0.194,"c2",14,"S1",26,0.99536,3.22,2.51,0.78,0.24,12
765,"medium","white","E",7.2,2.45672007152028,0.31,1.92305258049385,0.5,13.3,0.056,"c3",68,"E",195,0.9982,3.01,2.51,0.47,0.24,9.2
766,"medium","red","D",7.3,3.10238787288048,1.07,3.33720930986228,0.09,1.7,0.178,"d3",10,"I1",89,0.9962,3.3,1.68,0.57,0,9
767,"medium","red","E",6.5,2.91422327442917,0.46,3.59469818731954,0.14,2.4,0.114,"f2",9,"S1",37,0.99732,3.66,1.68,0.65,0.24,9.8
768,"good","white","D",6.2,3.08758783723971,0.35,2.63076636252788,0.2,18.1,0.069,"i1",33,"S2",158,0.99908,3.15,2.04,0.5,0.24,8.8
769,"good","white","D",7.1,3.05530603646862,0.18,2.36048699991479,0.42,1.4,0.045,"f1",47,"I1",157,0.9916,2.95,2.62,0.31,0.24,10.5
770,"good","white","C",6.6,4.80502176533173,0.17,2.87188930372257,0.35,2.6,0.03,"h1",33,"I1",78,0.99146,3.22,1.95,0.72,0.24,11.3
771,"good","white","E",6.1,1.98817351060735,0.32,2.18807646775208,0.28,6.6,0.021,"b3",29,"I1",132,0.99188,3.15,2.51,0.36,0.24,11.45
772,"medium","white","D",8.3,4.05128793379266,0.4,2.7188244065004,0.38,1.1,0.038,"i1",15,"I1",75,0.9934,3.03,2.88,0.43,0.24,9.2
773,"good","white","D",7.2,3.46345282306602,0.39,2.71690889478467,0.54,1.4,0.157,"g3",34,"I1",132,0.99449,3.11,1.63,0.53,0.24,9
774,"good","white","E",7.6,2.84830625618551,0.3,3.09301215506609,0.27,10.6,0.039,"b1",31,"S3",119,0.99815,3.27,3.39,0.3,0.24,9.3
775,"good","red","C",7,2.90780518345993,0.69,2.50068448190366,0.07,2.5,0.091,"g2",15,"S1",21,0.99572,3.38,1.6,0.6,0.24,11.3
776,"good","white","B",6.9,3.03235415560033,0.19,3.27291890910003,0.35,1.7,0.036,"f1",33,"I1",101,0.99315,3.21,1.42,0.54,0.24,10.8
777,"good","red","E",8.9,3.44187171633566,0.48,3.09768803347856,0.53,4,0.101,"b3",3,"I1",10,0.99586,3.21,2.05,0.59,0.24,12.1
778,"good","red","D",12.5,3.31766227646127,0.37,1.91049372188918,0.55,2.6,0.083,"g3",25,"I1",68,0.9995,3.15,1.4,0.82,0.24,10.4
779,"good","white","E",6.3,2.55717395071397,0.22,2.89668116826149,0.57,1.4,0.208,"i2",14,"I1",96,0.9932,3.16,1.53,0.43,0.24,10
780,"medium","white","B",4.5,3.44021500705391,0.19,1.85339032323629,0.21,0.95,0.033,"e3",89,"I1",159,0.99332,3.34,1.77,0.42,0.24,8
781,"good","red","B",9,2.09757712692208,0.43,3.4862951257639,0.34,2.5,0.08,"g2",26,"I1",86,0.9987,3.38,2.32,0.62,0.24,9.5
782,"good","red","D",10.4,3.74491242724851,0.34,4.2517077181279,0.58,3.7,0.174,"e1",6,"S2",16,0.997,3.19,2.86,0.7,0,11.3
783,"good","white","E",6.5,3.18339156024138,0.28,2.79196859048598,0.29,2.7,0.038,"f2",26,"I1",107,0.9912,3.32,2.69,0.41,0.24,11.6
784,"medium","red","D",8.9,2.78681056822771,0.61,1.31879593342159,0.49,2,0.27,"e3",23,"I2",110,0.9972,3.12,2.08,1.02,0.24,9.3
785,"medium","white","E",6.7,3.13120253032454,0.25,1.82221493106245,0.23,7.2,0.038,"d1",61,"I1",220,0.9952,3.14,2.4,0.35,0.24,9.5
786,"good","white","A",6.9,2.87003520260758,0.3,3.36797970004488,0.49,7.6,0.057,"d3",25,"I1",156,0.9962,3.43,2.01,0.63,0.24,11
787,"good","red","D",7.5,3.64176063919084,0.49,1.85148601605195,0.2,2.6,0.332,"g3",8,"S1",14,0.9968,3.21,2.48,0.9,0.24,10.5
788,"medium","white","D",6.3,3.06955814457678,0.32,2.4135107442579,0.26,12.3,0.044,"e1",24,"I1",205,0.99611,3.11,1.63,0.58,0.24,9.9
789,"medium","white","C",5.8,2.71664332941791,0.36,3.44304272103342,0.5,1,0.127,"g2",63,"I1",178,0.99212,3.1,2.06,0.45,0.24,9.7
790,"good","white","A",6.4,3.11670408257304,0.23,3.90610443301554,0.33,1.15,0.044,"b3",15.5,"I1",217.5,0.992,3.33,2.07,0.44,0.24,11
791,"medium","white","A",5.9,2.59782844431717,0.3,2.62104307325534,0.29,1.1,0.036,"c2",23,"I1",56,0.9904,3.19,1.55,0.38,0.24,11.3
792,"medium","white","D",6.4,3.30680414050183,0.46,5.05523226974434,0.22,14.7,0.047,"c2",51,"I1",183,0.998275,3.39,1.96,0.6,0.24,10.5
793,"medium","red","D",9.9,4.17152485286448,0.5,1.53010370364639,0.5,13.8,0.205,"h1",48,"I1",82,1.00242,3.16,1.78,0.75,0.24,8.8
794,"poor","red","A",7.3,3.3326924153038,0.55,2.27378915646996,0.03,1.6,0.072,"d1",17,"I1",42,0.9956,3.37,1.85,0.48,0.24,9
795,"good","red","A",7.2,2.96844266736049,0.36,3.49922966087948,0.46,2.1,0.074,"f1",24,"I1",44,0.99534,3.4,2.4,0.85,0.24,11
796,"good","red","A",7,2.32402257576742,0.22,2.02249692579605,0.3,1.8,0.065,"f3",16,"I1",20,0.99672,3.61,2.09,0.82,0.24,10
797,"medium","white","D",6.6,3.07929661555249,0.32,2.26396046783891,0.33,2.5,0.052,"c3",40,"E",219.5,0.99316,3.15,2.45,0.6,0.24,10
798,"good","red","C",8.8,2.5169444720981,0.61,3.47415047117007,0.19,4,0.094,"e3",30,"I2",69,0.99787,3.22,1.7,0.5,0.24,10
799,"good","white","C",5.7,2.74694033976156,0.39,3.31106072812644,0.25,4.9,0.033,"f3",49,"I1",113,0.98966,3.26,1.93,0.58,0.24,13.1
800,"good","white","D",7.9,2.8311603096961,0.35,3.82782852031586,0.24,15.6,0.072,"e1",44,"S2",229,0.99785,3.03,2.67,0.59,0.24,10.5
801,"good","white","E",8,3.23097611991823,0.25,2.10028063583171,0.49,9,0.044,"i2",31,"I1",185,0.998,3.34,1.83,0.49,0.24,10
802,"good","white","E",6.6,2.46435915258859,0.19,2.19257581304808,0.43,10.9,0.045,"d2",53,"S1",154,0.99752,3.52,2.22,0.77,0.24,10.4
803,"good","white","D",6.7,2.22061081382037,0.39,1.83262885406308,0.31,2.7,0.054,"h3",27,"I2",202,0.9948,3.46,1.32,0.57,0.24,10.5
804,"good","white","B",8.1,3.12116577089209,0.3,2.67013276508343,0.31,1.1,0.041,"h2",49,"I1",123,0.9914,2.99,2.03,0.45,0.24,11.1
805,"good","red","B",9.8,2.09615936864504,0.25,2.62737825272642,0.49,2.7,0.088,"h1",15,"S2",33,0.9982,3.42,2.12,0.9,0.24,10
806,"medium","red","D",6.9,3.3050717226203,0.55,3.7815672267688,0.15,2.2,0.076,"c3",19,"I2",40,0.9961,3.41,1.62,0.59,0.24,10.1
807,"good","white","B",6.4,1.93260881111479,0.22,2.58072367955548,0.49,7.5,0.054,"h1",42,"I2",151,0.9948,3.27,2.09,0.52,0.24,10.1
808,"medium","white","E",7.2,2.56925397782759,0.51,3.29696917066657,0.24,10,0.093,"g1",35,"I1",197,0.9981,3.41,1.78,0.47,0.24,9
809,"excellent","white","B",5.8,4.01834934099607,0.32,4.18986198005921,0.28,4.3,0.032,"e3",46,"I1",115,0.98946,3.16,2.25,0.57,0.24,13
810,"excellent","white","D",5.2,3.72125728874389,0.3,2.73740244795587,0.34,1.5,0.038,"b2",18,"I1",96,0.98942,3.56,1.63,0.48,0.24,13
811,"good","white","C",5.9,3.18611666466625,0.29,1.99845737663563,0.25,12,0.057,"d2",48,"I2",224,0.9981,3.23,1.8,0.41,0.24,9
812,"medium","red","E",6.6,2.59861473932179,0.63,2.50649745074636,0,4.3,0.093,"f2",51,"I1",77.5,0.99558,3.2,2.26,0.45,0.24,9.5
813,"good","red","C",10.5,2.47104407884589,0.42,2.99528752087217,0.66,2.95,0.116,"h1",12,"I1",29,0.997,3.24,2.32,0.75,0.24,11.7
814,"medium","red","B",11.9,3.24107109951757,0.58,3.02964526579476,0.66,2.5,0.072,"f2",6,"I2",37,0.9992,3.05,1.58,0.56,0.24,10
815,"medium","red","D",8.3,1.5062070145125,0.715,3.02494678360601,0.15,1.8,0.089,"f2",10,"S2",52,0.9968,3.23,2.04,0.77,0.24,9.5
816,"good","white","B",7.2,2.56058921691163,0.22,2.92403166184557,0.28,7.2,0.06,"g3",41,"S2",132,0.9935,3.08,2.34,0.59,0.24,11.3
817,"good","red","D",8,1.98784179665964,0.31,1.94377475895458,0.45,2.1,0.216,"i3",5,"S3",16,0.99358,3.15,2.79,0.81,0.24,12.5
818,"good","white","D",6.7,3.34339733409211,0.24,1.5121352230225,0.37,11.3,0.043,"c2",64,"S2",173,0.99632,3.08,1.52,0.53,0.24,9.9
819,"medium","white","C",6.9,3.84757978066771,0.56,1.83087341164665,0.26,10.9,0.06,"b3",55,"I2",193,0.9969,3.21,2.02,0.44,0.24,9.4
820,"good","white","A",6,3.32699339366283,0.2,1.90029924625682,0.26,14.7,0.045,"c2",53,"I2",125,0.998365,2.99,2.3,0.69,0.24,9.4
821,"good","white","C",6.5,2.74247986219158,0.18,3.17744307219675,0.26,1.4,0.041,"i1",40,"I1",141,0.9941,3.34,1.58,0.72,0.24,9.5
822,"good","white","C",5.6,3.62954625187666,0.18,4.5954587113529,0.3,10.2,0.028,"e2",28,"P1",131,0.9954,3.49,1.94,0.42,0,10.8
823,"good","white","D",7.2,2.10311461776123,0.58,3.1253644726486,0.27,5.8,0.032,"h3",40,"I1",118,0.99088,3.17,1.75,0.53,0.24,13
824,"good","red","A",6.5,2.40122417620271,0.53,5.19004296914299,0.06,2,0.063,"b1",29,"E",44,0.99489,3.38,1.36,0.83,0.24,10.3
825,"excellent","white","D",7.3,2.16163583351873,0.19,3.95958367978901,0.27,13.9,0.057,"d2",45,"S1",155,0.99807,2.94,2.07,0.41,0.24,8.8
826,"medium","white","D",8.8,3.43442705486808,0.2,3.1967063837295,0.28,1.1,0.018,"b3",18,"S1",72,0.9926,2.97,1.52,0.35,0.24,10.4
827,"good","white","D",5.8,3.12676465197014,0.26,3.47938688818872,0.18,1.2,0.031,"g3",40,"P2",114,0.9908,3.42,1.71,0.4,0.24,11
828,"medium","white","C",4.8,2.92863950944917,0.33,2.9379596511662,0,6.5,0.028,"c2",34,"S3",163,0.9937,3.35,1.78,0.61,0.24,9.9
829,"good","white","E",5.8,2.86571584509367,0.3,2.94186329812049,0.27,1.7,0.014,"f2",45,"I2",104,0.98914,3.4,2.04,0.56,0.24,12.6
830,"poor","white","E",9.2,2.58007743401403,0.22,2.60589494083774,0.4,2.4,0.054,"e3",18,"S1",151,0.9952,3.04,2.23,0.46,0.24,9.3
831,"poor","white","B",7.1,2.52912858643503,0.32,2.31271952522977,0.32,11,0.038,"f3",16,"I1",66,0.9937,3.24,2.72,0.4,0.24,11.5
832,"good","white","B",5.5,3.71600829436927,0.32,2.17355766369066,0.45,4.9,0.028,"d3",25,"I1",191,0.9922,3.51,2.29,0.49,0.24,11.5
833,"medium","red","D",11.2,3.8100004852282,0.4,2.41872831462491,0.5,2,0.099,"f3",19,"I1",50,0.99783,3.1,2.27,0.58,0.24,10.4
834,"good","red","E",8,2.07037146449002,0.77,2.97137270159844,0.32,2.1,0.079,"e2",16,"S1",74,0.99656,3.27,1.51,0.5,0.24,9.8
835,"good","red","D",7.5,2.49382507105364,0.52,3.52399201833872,0.4,2.2,0.06,"d2",12,"I1",20,0.99474,3.26,2.05,0.64,0.24,11.8
836,"good","red","D",7.1,2.58422693845511,0.59,2.00285111249998,0.02,2.3,0.082,"c3",24,"I2",94,0.99744,3.55,1.87,0.53,0.24,9.7
837,"medium","white","D",5.9,3.92363844882253,0.29,2.4776611376222,0.33,7.4,0.037,"c1",58,"I1",205,0.99495,3.26,1.46,0.41,0.24,9.6
838,"good","white","D",5.9,2.23394643232142,0.27,2.65834880505179,0.27,9,0.051,"b2",43,"I1",136,0.9941,3.25,1.96,0.53,0.24,10.7
839,"good","white","B",6.9,2.217028000973,0.2,2.65229267255318,0.28,1.2,0.048,"h2",36,"I2",159,0.9936,3.19,1.91,0.43,0.24,9.1
840,"medium","red","C",7.2,2.6501109578324,0.58,2.82944565562744,0.03,2.3,0.077,"g3",7,"P1",28,0.99568,3.35,2.21,0.52,0.24,10
841,"good","white","B",8.1,2.90471324485149,0.34,3.13701135135601,0.28,7.5,0.04,"i2",70,"I1",230,0.99558,3.14,2.49,0.55,0.24,9.8
842,"good","red","D",9.3,4.06616146688145,0.39,3.95249205812322,0.4,2.6,0.073,"e3",10,"I1",26,0.9984,3.34,1.69,0.75,0.24,10.2
843,"medium","red","D",7.8,3.15550350695795,0.53,2.49842171861753,0.33,2.4,0.08,"b2",24,"P1",144,0.99655,3.3,1.7,0.6,0.24,9.5
844,"good","white","E",6.7,3.51668042501423,0.24,2.73005266725392,0.32,9,0.023,"c3",20,"S1",109,0.99262,3.34,1.97,0.35,0.24,12.6
845,"good","white","D",6.7,2.80592966424872,0.2,2.53426790293738,0.41,9.1,0.044,"i3",50,"I1",166,0.9954,3.14,1.98,0.58,0.24,9.8
846,"good","white","D",6.9,2.25089146453314,0.4,2.02597717459075,0.3,10.6,0.033,"h1",24,"I1",87,0.99265,3.15,1.91,0.45,0.24,12.8
847,"good","red","E",8.3,4.06436688709051,0.31,4.50834419173618,0.39,2.4,0.078,"e3",17,"I2",43,0.99444,3.31,2.85,0.77,0.24,12.5
848,"good","white","E",6.7,3.58559390596357,0.11,2.6192146796076,0.26,14.8,0.053,"h3",44,"I2",95,0.99676,3.2,2.3,0.35,0.24,9.8
849,"good","white","E",6.7,3.25907186656447,0.21,1.54723993633477,0.34,1.5,0.035,"i2",45,"I2",123,0.98949,3.24,1.71,0.36,0.24,12.6
850,"good","red","C",8.2,2.47174226493194,0.38,1.99787404424097,0.32,2.5,0.08,"i2",24,"I1",71,0.99624,3.27,2.1,0.85,0.24,11
851,"medium","white","E",7.3,3.31758453893905,0.3,2.09485610662132,0.74,13.5,0.039,"d3",46,"I1",165,0.9982,3.02,2.05,0.4,0.24,8.7
852,"medium","white","E",5.6,2.91272669563302,0.39,3.29178519503559,0.24,4.7,0.034,"e1",27,"I1",77,0.9906,3.28,3.12,0.36,0.24,12.7
853,"good","white","C",6.4,2.80785331330416,0.41,2.77757743571824,0.24,14,0.048,"h3",24,"I2",113,0.9982,3.44,2.08,0.53,0.24,9.8
854,"medium","white","C",8.7,3.03905526740223,0.22,2.85621037674076,0.42,2.3,0.053,"h1",27,"I1",114,0.994,2.99,2.82,0.43,0.24,10
855,"good","red","E",7.4,2.52068510525951,0.785,1.76541682373802,0.19,5.2,0.094,"h3",19,"I1",98,0.99713,3.16,1.42,0.52,0.24,9.56666666666667
856,"medium","white","D",7,1.94566204464583,0.23,1.71637940771678,0.42,1.1,0.062,"c1",35,"I1",100,0.99318,3.04,2.08,0.4,0.24,9.2
857,"good","white","B",6,3.36506482772659,0.34,2.376871254241,0.29,6.1,0.046,"i1",29,"I1",134,0.99462,3.48,2.53,0.57,0,10.7
858,"good","white","E",6.2,2.64424956986041,0.35,2.83017572147031,0.31,2.6,0.036,"d1",37,"I1",92,0.98938,3.27,1.82,0.53,0.24,12.8
859,"excellent","white","C",6.2,3.49078228584896,0.37,2.02368441440832,0.24,6.1,0.032,"b1",19,"P2",86,0.98934,3.04,1.96,0.26,0.24,13.4
860,"good","red","E",11.3,2.89173334553956,0.34,2.37095498566518,0.45,2,0.082,"b1",6,"I1",15,0.9988,2.94,2.02,0.66,0.24,9.2
861,"good","white","D",7.7,3.06120355102962,0.25,3.30708109500539,0.49,2.5,0.047,"g3",31,"P1",169,0.99252,3.07,1.27,0.57,0,10.6
862,"good","white","B",5.3,3.14973400276184,0.32,3.42991473495347,0.23,9.65,0.026,"i3",26,"S1",119,0.99168,3.18,2.79,0.53,0.24,12.2
863,"good","white","E",6.2,3.3645739654665,0.24,1.61085805749665,0.27,2.9,0.039,"b1",30,"S1",123,0.98959,3.12,2.27,0.37,0,12.8
864,"poor","white","B",6,1.94956668310451,0.35,1.90623723854127,0.46,0.9,0.033,"f1",9,"I1",65,0.98934,3.24,2.1,0.35,0.24,12.1
865,"medium","white","E",7.8,2.26648271413345,0.25,2.77060238407831,0.34,13.7,0.044,"d2",66,"I1",184,0.99976,3.22,1.6,0.75,0.24,8.9
866,"good","white","D",7.4,2.80164432713683,0.25,3.69389667537729,0.28,7.25,0.028,"e1",14,"I2",78,0.99238,2.94,1.71,0.37,0.24,11.5
867,"poor","white","B",6.1,2.98159207703037,0.2,2.73235222748433,0.34,9.5,0.041,"e1",38,"S3",201,0.995,3.14,1.94,0.44,0.24,10.1
868,"good","white","D",5.8,2.73370019876378,0.3,3.61358770596149,0.42,1.1,0.036,"e2",19,"S2",113,0.98871,3.1,1.51,0.46,0.24,12.6
869,"poor","white","E",7.2,3.16070577977196,0.32,3.30737293811013,0.47,5.1,0.044,"b1",19,"I1",65,0.991,3.03,2.25,0.41,0.24,12.6
870,"good","white","E",5.4,3.30864866979376,0.15,2.62470843278652,0.32,2.5,0.037,"d3",10,"S2",51,0.98878,3.04,1.05,0.58,0.24,12.6
871,"good","white","C",7.3,3.78360247353072,0.26,3.08322328335841,0.49,5,0.028,"g3",32,"I1",107,0.9936,3.24,1.69,0.54,0.24,10.8
872,"medium","red","E",8.8,2.39378745406754,0.685,3.44556848155208,0.26,1.6,0.088,"e1",16,"I1",23,0.99694,3.32,2.69,0.47,0.24,9.4
873,"good","white","A",7.9,3.06987731732469,0.17,2.60169921337153,0.32,1.6,0.053,"g2",47,"I2",150,0.9948,3.29,1.77,0.76,0.24,9.6
874,"medium","white","D",7.2,3.92389965049916,0.25,2.87211230516796,0.32,1.5,0.047,"f3",27,"I1",132,0.9933,3.26,1.78,0.44,0.24,10.5
875,"good","white","E",6.5,2.23137430214794,0.24,3.55719678511802,0.29,8.2,0.043,"i2",32,"I1",156,0.99453,3.13,2.26,0.7,0.24,10.1
876,"good","white","A",7.7,3.20760419154943,0.39,2.29643345779661,0.28,4.9,0.035,"e1",36,"S3",109,0.9918,3.19,2.02,0.58,0.24,12.2
877,"good","white","E",6.4,2.4898512089623,0.28,2.70611553974015,0.43,7.1,0.045,"i1",60,"P2",221,0.9952,3.09,2.21,0.45,0.24,9.4
878,"good","white","B",7.2,2.62427701037924,0.44,4.0441906306141,0.28,3.4,0.048,"e1",22,"I1",112,0.99188,3.21,1.92,0.37,0.24,11.3
879,"good","white","E",6.2,3.50539271202731,0.16,2.57756281476302,0.47,1.4,0.029,"b2",23,"S1",81,0.99,3.26,2.69,0.42,0.24,12.2
880,"good","white","C",6.5,3.77770278459837,0.17,2.62826038479227,0.54,8.5,0.082,"f1",64,"I1",163,0.9959,2.89,1.17,0.39,0.24,8.8
881,"good","white","D",6.2,4.1797496419416,0.23,3.02075748403555,0.36,17.2,0.039,"e2",37,"I1",130,0.99946,3.23,2,0.43,0.24,8.8
882,"medium","white","E",6.2,3.5752772187229,0.32,3.02986677327344,0.12,4.8,0.054,"i2",6,"S1",97,0.99424,3.16,2.17,0.5,0.24,9.3
883,"good","white","E",5.6,2.2881046616418,0.22,2.87211969503309,0.32,1.2,0.024,"c1",29,"S3",97,0.98823,3.2,2.7,0.46,0.24,13.05
884,"medium","white","D",6.1,3.13458062980756,0.43,2.82757713095301,0.35,9.1,0.059,"d3",83,"I1",249,0.9971,3.37,2.46,0.5,0.24,8.5
885,"good","white","E",7.5,3.35358504173476,0.38,3.73717648449615,0.33,9.2,0.043,"g2",19,"S1",116,0.99444,3.08,2.57,0.42,0.24,11.4
886,"good","white","D",6.6,2.77035019688732,0.21,3.48629792738308,0.5,8.7,0.036,"i1",41,"I1",191,0.99294,2.96,1.85,0.56,0.24,11
887,"good","white","C",6.9,3.89133510024467,0.19,2.29054972055872,0.35,13.5,0.038,"i1",49,"I1",118,0.99546,3,1.91,0.63,0.24,10.7
888,"good","white","C",7.3,2.98661587524732,0.28,2.94665693578382,0.36,12.7,0.04,"f1",38,"I1",140,0.998,3.3,1.92,0.79,0.24,9.6
889,"medium","white","B",7.2,3.12065788003604,0.34,1.57912854776951,0.28,10.4,0.108,"c2",43,"I1",187,0.99738,2.96,1.98,0.57,0,9.4
